# generated by packages/claude-code/extract-env-registry.py from Claude Code cli.js 2.1.259
# regenerate: nix build .#claude-code.envRegistry && cp result packages/claude-code/env-registry.tsv
# name	type	module
CLAUDE_CODE_MAX_OUTPUT_TOKENS	int()	6
CLAUDE_CODE_MAX_RETRIES	int()	6
CLAUDE_CODE_MAX_SUBAGENT_SPAWN_DEPTH	int({min:1,digitsOnly:!0})	4
CLAUDE_CODE_MAX_TOOL_USE_CONCURRENCY	int({min:1})	6
CLAUDE_CODE_MAX_TURNS	str()	6
CLAUDE_CODE_MAX_WEB_SEARCHES_PER_SESSION	int({min:1,digitsOnly:!0})	4
CLAUDE_CODE_MCP_ALLOWLIST_ENV	str()	4
CLAUDE_CODE_MCP_AUTO_BACKGROUND_MS	int()	4
CLAUDE_CODE_MCP_MEMORY_CGROUP	str()	4
CLAUDE_CODE_MCP_TOOL_IDLE_TIMEOUT	int()	4
CLAUDE_CODE_MEMORY_PUSH_DELETE_MODE	enum(["corroborate","immediate","never"])	2
CLAUDE_CODE_MOCK_REMOTE_SETTINGS	str()	4
CLAUDE_CODE_MOCK_TRIAL	bool()	4
CLAUDE_CODE_MODEL_CATALOG	str()	5
CLAUDE_CODE_MODEL_CATALOG_URL	str()	5
CLAUDE_CODE_NANKEEN_KESTREL	bool()	2
CLAUDE_CODE_NATIVE_CURSOR	bool()	2
CLAUDE_CODE_NEW_INIT	bool()	2
CLAUDE_CODE_NO_FLICKER	triBool()	2
CLAUDE_CODE_NO_MODEL_FALLBACK	bool()	5
CLAUDE_CODE_OAUTH_401_WAIT_MS	int({min:0})	0
CLAUDE_CODE_OAUTH_CLIENT_ID	str()	0
CLAUDE_CODE_OAUTH_REFRESH_TOKEN	str()	0
CLAUDE_CODE_OAUTH_SCOPES	str()	0
CLAUDE_CODE_OAUTH_TOKEN	str()	0
CLAUDE_CODE_OAUTH_TOKEN_FILE_DESCRIPTOR	str()	0
CLAUDE_CODE_ORGANIZATION_UUID	str()	0
CLAUDE_CODE_OTEL_CONTENT_MAX_LENGTH	int({min:1,digitsOnly:!0})	1
CLAUDE_CODE_OTEL_DIAG_STDERR	bool()	1
CLAUDE_CODE_OTEL_FLUSH_TIMEOUT_MS	int()	1
CLAUDE_CODE_OTEL_HEADERS_HELPER_DEBOUNCE_MS	int()	1
CLAUDE_CODE_OTEL_SHUTDOWN_TIMEOUT_MS	int()	1
CLAUDE_CODE_OVERRIDE_DATE	str()	4
CLAUDE_CODE_PACKAGE_MANAGER_AUTO_UPDATE	bool()	2
CLAUDE_CODE_PARCHMENT_FERN	bool()	2
CLAUDE_CODE_PARKED_PERMISSION_WAIT_MS	int({min:0})	4
CLAUDE_CODE_PARKED_STOP_RETIRES	bool()	4
CLAUDE_CODE_PERFETTO_TRACE	str()	1
CLAUDE_CODE_PERFETTO_WRITE_INTERVAL_S	int()	1
CLAUDE_CODE_PERFORCE_MODE	str()	4
CLAUDE_CODE_PEWTER_OWL	triBool()	2
CLAUDE_CODE_PEWTER_OWL_TOOL	triBool()	2
CLAUDE_CODE_PLAN_MODE_REQUIRED	bool()	2
CLAUDE_CODE_PLAN_V2_AGENT_COUNT	int()	4
CLAUDE_CODE_PLAN_V2_EXPLORE_AGENT_COUNT	int()	4
CLAUDE_CODE_PLUGIN_ATTRIBUTION	str()	4
CLAUDE_CODE_PLUGIN_BINARY_ASSETS	bool()	2
CLAUDE_CODE_PLUGIN_CACHE_DIR	str()	4
CLAUDE_CODE_PLUGIN_DIR_WATCH	triBool()	2
CLAUDE_CODE_PLUGIN_GIT_TIMEOUT_MS	int()	4
CLAUDE_CODE_PLUGIN_KEEP_MARKETPLACE_ON_FAILURE	bool()	2
CLAUDE_CODE_PLUGIN_PREFER_HTTPS	bool()	2
CLAUDE_CODE_PLUGIN_SEED_DIR	str()	4
CLAUDE_CODE_PLUGIN_USE_ZIP_CACHE	bool()	2
CLAUDE_CODE_POLL_EVENTS	bool()	2
CLAUDE_CODE_POWERSHELL_RESPECT_EXECUTION_POLICY	bool()	2
CLAUDE_CODE_POWERUP_ONBOARDING	str()	4
CLAUDE_CODE_PRINT_BG_WAIT_CEILING_MS	int({min:0})	6
CLAUDE_CODE_PROACTIVE	bool()	2
CLAUDE_CODE_PROFILE_STARTUP	bool()	1
CLAUDE_CODE_PROJECT_DIR_NAME	str()	4
CLAUDE_CODE_PROMPT_CACHE_TTL	enum(a_e)	2
CLAUDE_CODE_PROPAGATE_TRACEPARENT	bool()	2
CLAUDE_CODE_PROVIDER_MANAGED_BY_HOST	bool()	7
CLAUDE_CODE_PROXY_AUTH_HELPER_TTL_MS	int()	0
CLAUDE_CODE_PROXY_RESOLVES_HOSTS	bool()	7
CLAUDE_CODE_PWSH_PARSE_TIMEOUT_MS	int()	4
CLAUDE_CODE_QUESTION_PREVIEW_FORMAT	str()	4
CLAUDE_CODE_RATE_LIMIT_TIER	str()	0
CLAUDE_CODE_REFUSAL_FALLBACK_CATCH_ALL	triBool()	2
CLAUDE_CODE_RELAUNCH_TERMINAL_SIZE	str()	4
CLAUDE_CODE_REMOTE	bool()	4
CLAUDE_CODE_REMOTE_ENVIRONMENT_TYPE	str()	4
CLAUDE_CODE_REMOTE_HERMETIC_MODE	bool()	4
CLAUDE_CODE_REMOTE_MEMORY_DIR	str()	4
CLAUDE_CODE_REMOTE_RAW_EVENTS_FILE	str()	4
CLAUDE_CODE_REMOTE_SEND_KEEPALIVES	bool()	4
CLAUDE_CODE_REMOTE_SESSION_ID	str()	4
CLAUDE_CODE_REMOTE_SESSION_ORIGIN	str()	4
CLAUDE_CODE_REMOTE_SETTINGS_PATH	str()	4
CLAUDE_CODE_REMOTE_SETTINGS_POLL_MS	int()	4
CLAUDE_CODE_REPL	triBool()	4
CLAUDE_CODE_REPORT_FINDINGS	bool()	2
CLAUDE_CODE_REPO_CHECKOUTS	str()	4
CLAUDE_CODE_RESTRICTED	bool()	4
CLAUDE_CODE_RESUME_FROM_SESSION	str()	4
CLAUDE_CODE_RESUME_INTERRUPTED_TURN	bool()	4
CLAUDE_CODE_RESUME_INTERRUPTED_TURN_MAX_AGE_MS	str()	4
CLAUDE_CODE_RESUME_PROMPT	str()	4
CLAUDE_CODE_RESUME_SOURCE_ALIVE	str()	4
CLAUDE_CODE_RESUME_THRESHOLD_MINUTES	int()	4
CLAUDE_CODE_RESUME_TOKEN_THRESHOLD	int()	4
CLAUDE_CODE_RESUME_TOLERATES_CONTEXT_APPENDS	bool()	4
CLAUDE_CODE_RETIRE_UNANSWERED_PARKED_PERMISSION	bool()	4
CLAUDE_CODE_RETRY_WATCHDOG	bool()	6
CLAUDE_CODE_SAFE_MODE	bool()	4
CLAUDE_CODE_SANDBOXED	bool()	4
CLAUDE_CODE_SCRIPT_CAPS	int()	4
CLAUDE_CODE_SCROLL_SPEED	str()	4
CLAUDE_CODE_SDK_HAS_HOST_AUTH_REFRESH	bool()	0
CLAUDE_CODE_SDK_HAS_OAUTH_REFRESH	bool()	0
CLAUDE_CODE_SEND_FEEDBACK	triBool()	2
CLAUDE_CODE_SESSIONEND_HOOKS_TIMEOUT_MS	int()	4
CLAUDE_CODE_SESSION_ACCESS_TOKEN	str()	0
CLAUDE_CODE_SESSION_ID	str()	4
CLAUDE_CODE_SESSION_KIND	str()	4
CLAUDE_CODE_SESSION_LOG	str()	1
CLAUDE_CODE_SESSION_NAME	str()	4
CLAUDE_CODE_SESSION_ORIGIN	enum(["claude_ai_chat"])	4
CLAUDE_CODE_SHELL	str()	4
CLAUDE_CODE_SHELL_PREFIX	str()	4
CLAUDE_CODE_SILENT_TURN_REMINDER	triBool()	2
CLAUDE_CODE_SILENT_TURN_REMINDER_TEXT	str()	2
CLAUDE_CODE_SILENT_TURN_REMINDER_TURNS	int({min:1})	2
CLAUDE_CODE_SIMPLE	bool()	4
CLAUDE_CODE_SIMPLE_SYSTEM_PROMPT	str()	4
CLAUDE_CODE_SIMULATE_PROXY_USAGE	bool()	7
CLAUDE_CODE_SKILL_ATTRIBUTION	str()	4
CLAUDE_CODE_SKILL_PROPOSALS	bool()	2
CLAUDE_CODE_SKIP_ANTHROPIC_AWS_AUTH	bool()	0
CLAUDE_CODE_SKIP_ANTHROPIC_GOOGLE_CLOUD_AUTH	bool()	0
CLAUDE_CODE_SKIP_AWS_CRED_CACHE	bool()	0
CLAUDE_CODE_SKIP_BEDROCK_AUTH	bool()	0
CLAUDE_CODE_SKIP_FAST_MODE_NETWORK_ERRORS	bool()	5
CLAUDE_CODE_SKIP_FAST_MODE_ORG_CHECK	bool()	5
CLAUDE_CODE_SKIP_FOUNDRY_AUTH	bool()	0
CLAUDE_CODE_SKIP_HFI_VERSION_CHECK	bool()	7
CLAUDE_CODE_SKIP_MANTLE_AUTH	bool()	0
CLAUDE_CODE_SKIP_PLUGIN_MCP_SERVERS	bool()	2
CLAUDE_CODE_SKIP_PLUGIN_MCP_SERVERS_EXCEPT	str()	2
CLAUDE_CODE_SKIP_PROJECT_BACKFILL	bool()	2
CLAUDE_CODE_SKIP_PROMPT_HISTORY	bool()	2
CLAUDE_CODE_SKIP_REPO_UPLOAD	bool()	2
CLAUDE_CODE_SKIP_VERTEX_AUTH	bool()	0
CLAUDE_CODE_SLOW_OPERATION_THRESHOLD_MS	int()	6
CLAUDE_CODE_SPAWN_TIMESTAMP_MS	int()	4
CLAUDE_CODE_SSE_PORT	int()	4
CLAUDE_CODE_STALL_TIMEOUT_MS_FOR_TESTING	str()	4
CLAUDE_CODE_STELLAR_DRIFT	triBool()	2
CLAUDE_CODE_STOP_HOOK_BLOCK_CAP	int()	4
CLAUDE_CODE_SUBAGENT_CACHE_EVICT	bool()	2
CLAUDE_CODE_SUBAGENT_MODEL	str()	5
CLAUDE_CODE_SUBAGENT_MODEL_FORCE	bool()	5
CLAUDE_CODE_SUBAGENT_PROMPT_CACHE_TTL	enum(a_e)	2
CLAUDE_CODE_SUBPROCESS_ENV_SCRUB	triBool()	4
CLAUDE_CODE_SUBSCRIPTION_TYPE	str()	0
CLAUDE_CODE_SUPERVISED	bool()	4
CLAUDE_CODE_SUPPRESS_SESSION_ATTRIBUTION	bool()	2
CLAUDE_CODE_SYNC_PLUGINS	bool()	2
CLAUDE_CODE_SYNC_PLUGINS_BUFFERED_DOWNLOAD	bool()	4
CLAUDE_CODE_SYNC_PLUGINS_DOWNLOAD_STALL_MS	int({min:1})	4
CLAUDE_CODE_SYNC_PLUGINS_INSTALL_TIMEOUT_MS	int({min:1})	4
CLAUDE_CODE_SYNC_PLUGINS_MCP_TIMEOUT_MS	int({min:0})	4
CLAUDE_CODE_SYNC_PLUGIN_INSTALL	bool()	2
CLAUDE_CODE_SYNC_PLUGIN_INSTALL_TIMEOUT_MS	int({min:1})	4
CLAUDE_CODE_SYNC_SESSION_REFS	bool()	4
CLAUDE_CODE_SYNC_SKILLS	bool()	2
CLAUDE_CODE_SYNC_SKILLS_INSTALL_TIMEOUT_MS	int()	4
CLAUDE_CODE_SYNC_SKILLS_WAIT_TIMEOUT_MS	int()	4
CLAUDE_CODE_SYNTAX_HIGHLIGHT	str()	4
CLAUDE_CODE_SYSTEM_PROMPT_GB_FEATURE	str()	4
CLAUDE_CODE_TAGS	str()	4
CLAUDE_CODE_TAG_ISMETA_MESSAGES	bool()	2
CLAUDE_CODE_TASK_LIST_ID	str()	4
CLAUDE_CODE_TEAM_TEARDOWN_PARK_TIMEOUT_MS	int({min:1000,max:60000})	4
CLAUDE_CODE_TEE_SDK_STDOUT	bool()	1
CLAUDE_CODE_TERMINAL_MCP_TOOLS	str()	4
CLAUDE_CODE_TERMINAL_RECORDING	str()	1
CLAUDE_CODE_TEST_ALLOW_REAL_NETWORK	bool()	4
CLAUDE_CODE_TEST_FIXTURES_ROOT	str()	4
CLAUDE_CODE_TEST_FORCE_DENY	rawStr()	4
CLAUDE_CODE_TEST_NO_GIT_BASH	str()	4
CLAUDE_CODE_TEST_NO_PWSH	str()	4
CLAUDE_CODE_THINKING_DISPLAY_UPDATES	triBool()	2
CLAUDE_CODE_THISTLE_GREBE	str()	2
CLAUDE_CODE_THRIFTY_SONIC	triBool()	2
CLAUDE_CODE_TMPDIR	str()	4
CLAUDE_CODE_TMUX_PREFIX	str()	4
CLAUDE_CODE_TMUX_PREFIX_CONFLICTS	bool()	4
CLAUDE_CODE_TMUX_SESSION	str()	4
CLAUDE_CODE_TMUX_TRUECOLOR	rawStr()	4
CLAUDE_CODE_TOASTY_THIMBLE	str()	2
CLAUDE_CODE_TODO_REMINDER_MODE	enum(["baseline","off"])	2
CLAUDE_CODE_TOOL_MEMORY_CGROUP_EXCLUDE	str()	4
CLAUDE_CODE_TOOL_MEMORY_LIMIT	str()	4
CLAUDE_CODE_TOTAL_TOKENS_REMINDER	str()	2
CLAUDE_CODE_TOTAL_TOKENS_REMINDER_AFTER_USER_TURN	triBool()	2
CLAUDE_CODE_TOTAL_TOKENS_REMINDER_BUDGET	int()	2
CLAUDE_CODE_TRANSCRIPT_LOCAL_GC	triBool()	2
CLAUDE_CODE_TRIGGER_ID	str()	4
CLAUDE_CODE_TUI_JUST_SWITCHED	str()	4
CLAUDE_CODE_TUI_TRIAL	str()	4
CLAUDE_CODE_TURN_UPDATES	triBool()	2
CLAUDE_CODE_TWO_STAGE_CLASSIFIER	bool()	2
CLAUDE_CODE_ULTRAREVIEW_PREFLIGHT_FIXTURE	str()	4
CLAUDE_CODE_ULTRAREVIEW_QUOTA_FIXTURE	str()	4
CLAUDE_CODE_USER_DIALOG_TIMEOUT_MS	int()	4
CLAUDE_CODE_USER_EMAIL	str()	0
CLAUDE_CODE_USE_ANTHROPIC_AWS	bool()	7
CLAUDE_CODE_USE_ANTHROPIC_GOOGLE_CLOUD	bool()	7
CLAUDE_CODE_USE_BEDROCK	?	7
CLAUDE_CODE_USE_COWORK_PLUGINS	bool()	2
CLAUDE_CODE_USE_FOUNDRY	bool()	7
CLAUDE_CODE_USE_GATEWAY	bool()	7
CLAUDE_CODE_USE_MANTLE	bool()	7
CLAUDE_CODE_USE_NATIVE_FILE_SEARCH	bool()	2
CLAUDE_CODE_USE_POWERSHELL_TOOL	triBool()	2
CLAUDE_CODE_USE_VERTEX	bool()	7
CLAUDE_CODE_VOICE_FORWARD_INTERIMS_TYPED	bool()	4
CLAUDE_CODE_WALNUT_SPIRE	bool()	2
CLAUDE_CODE_WEBFETCH_CACHE_TTL_MS	int({min:1,digitsOnly:!0})	2
CLAUDE_CODE_WEBFETCH_USE_CCR_PROXY	bool()	2
CLAUDE_CODE_WEBSEARCH_USE_CCR_PROXY	bool()	2
CLAUDE_CODE_WEBSOCKET_AUTH_FILE_DESCRIPTOR	str()	0
CLAUDE_CODE_WEB_FETCH_AGENT	triBool()	2
CLAUDE_CODE_WILLOW_TERN	bool()	2
CLAUDE_CODE_WORKER_EPOCH	int()	4
CLAUDE_CODE_WORKFLOWS	triBool()	2
CLAUDE_CODE_WORKFLOW_PREFIX_STAGGER_MS	int({min:0})	2
CLAUDE_CODE_WORKFLOW_SIZE_WARNING_AGENTS	int({min:1})	2
CLAUDE_CODE_WORKFLOW_SIZE_WARNING_TOKENS	int({min:1})	2
CLAUDE_CODE_WORKSPACE_HOST_PATHS	str()	4
CLAUDE_CONFIG_DIR	str()	4
CLAUDE_CONTEXT_COLLAPSE	bool()	5
CLAUDE_CONTEXT_COLLAPSE_MODEL	str()	5
CLAUDE_COWORK_MEMORY_EXTRA_GUIDELINES	str()	4
CLAUDE_COWORK_MEMORY_GUIDELINES	str()	4
CLAUDE_COWORK_MEMORY_INDEX_CONTENT	str()	4
CLAUDE_COWORK_MEMORY_PATH_OVERRIDE	str()	4
CLAUDE_DEBUG	?	1
CLAUDE_DISABLE_ADOPT	bool()	2
CLAUDE_ENABLE_BYTE_WATCHDOG	triBool()	6
CLAUDE_ENABLE_BYTE_WATCHDOG_BEDROCK	bool()	6
CLAUDE_ENABLE_STREAM_WATCHDOG	triBool()	6
CLAUDE_ENV_FILE	str()	4
CLAUDE_FORCE_DISPLAY_SURVEY	bool()	4
CLAUDE_GATEWAY_ALLOW_LOOPBACK	bool()	7
CLAUDE_GATEWAY_LOG_LEVEL	str()	7
CLAUDE_IMPORT_CONVERSATIONS	bool()	2
CLAUDE_INTERNAL_ASSISTANT_TEAM_NAME	str()	4
CLAUDE_INTERNAL_FC_OVERRIDES	str()	4
CLAUDE_JOB_DIR	str()	4
CLAUDE_LOCAL_OAUTH_API_BASE	str()	0
CLAUDE_LOCAL_OAUTH_APPS_BASE	str()	0
CLAUDE_LOCAL_OAUTH_CONSOLE_BASE	str()	0
CLAUDE_MEMORY_STORES	str()	4
CLAUDE_MOCK_HEADERLESS_429	bool()	6
CLAUDE_PROJECT_UUID	str()	4
CLAUDE_PTY_HEARTBEAT_MS	int({min:1})	4
CLAUDE_PTY_HOST_EXEC	str()	4
CLAUDE_PTY_ORPHAN_CHECK_MS	int({min:1})	4
CLAUDE_PTY_RECORD	str()	1
CLAUDE_REMOTE_CONTROL_SESSION_NAME_PREFIX	str()	4
CLAUDE_REMOTE_WORKFLOW_ARGS	str()	4
CLAUDE_REMOTE_WORKFLOW_SCRIPT	str()	4
CLAUDE_REPL_VARIANT	str()	4
CLAUDE_RUNNER_ACTIVITY_FD	int({min:3})	4
CLAUDE_RUNNER_DISABLE_AWAITING_ACTION_OVERRIDE	bool()	2
CLAUDE_RUNNER_FETCH_DEPTH	str()	4
CLAUDE_SECURESTORAGE_CONFIG_DIR	str()	4
CLAUDE_SERVE_DRAIN_TIMEOUT_MS	int({min:1})	4
CLAUDE_SESSION_INGRESS_TOKEN_FILE	str()	0
CLAUDE_SLOW_FIRST_BYTE_MS	int({min:1})	6
CLAUDE_SNIP	str()	4
CLAUDE_SSH_LOCAL_BINARY	str()	4
CLAUDE_SSH_VERSION	str()	4
CLAUDE_STAGE_FILE_ROOT	str()	4
CLAUDE_STREAM_FIRST_BYTE_TIMEOUT_MS	int({min:1})	6
CLAUDE_STREAM_IDLE_TIMEOUT_MS	int({min:1})	6
CLAUDE_SUBAGENT_BG_SHELL_MAX_MS	int({min:1})	4
CLAUDE_TMPDIR	str()	4
CLAUDE_TRUSTED_DEVICE_TOKEN	str()	0
CLAUDE_WORKFLOW_NAME_ONLY	bool()	2
CLOUDSDK_AUTH_ACCESS_TOKEN	str()	0
CLOUDSDK_CONFIG	str()	3
CLOUDSDK_CORE_CUSTOM_CA_CERTS_FILE	str()	3
CLOUD_ML_REGION	str()	7
CODER	str()	3
CODER_WORKSPACE_NAME	str()	3
CODESPACES	str()	3
COLORFGBG	str()	3
COLORTERM	str()	3
COMSPEC	str()	3
CONTAINER_SANDBOX_MOUNT_POINT	str()	3
CURL_CA_BUNDLE	str()	3
CURSOR_TRACE_ID	rawStr()	3
ComSpec	str()	3
ConEmuANSI	str()	3
ConEmuPID	str()	3
ConEmuTask	str()	3
DAYTONA_WS_ID	str()	3
DEBUG	str()	1
DEBUG_CLAUDE_AGENT_SDK	bool()	1
DEBUG_SDK	bool()	1
DEMO_VERSION	str()	3
DENO_CERT	str()	3
DENO_DEPLOYMENT_ID	str()	3
DISABLE_AUTOUPDATER	bool()	2
DISABLE_AUTO_COMPACT	bool()	2
DISABLE_BRIEF_MODE_STOP_HOOK	bool()	2
DISABLE_BUG_COMMAND	bool()	2
DISABLE_COST_WARNINGS	bool()	2
DISABLE_DOCTOR_COMMAND	bool()	2
DISABLE_ERROR_REPORTING	bool()	2
DISABLE_EXTRA_USAGE_COMMAND	bool()	2
DISABLE_FEEDBACK_COMMAND	bool()	2
DISABLE_GROWTHBOOK	bool()	2
DISABLE_INSTALL_GITHUB_APP_COMMAND	bool()	2
DISABLE_INTERLEAVED_THINKING	bool()	2
DISABLE_LOGIN_COMMAND	bool()	2
DISABLE_LOGOUT_COMMAND	bool()	2
DISABLE_PROMPT_CACHING	bool()	2
DISABLE_PROMPT_CACHING_FABLE	bool()	2
DISABLE_PROMPT_CACHING_HAIKU	bool()	2
DISABLE_PROMPT_CACHING_MYTHOS	bool()	2
DISABLE_PROMPT_CACHING_OPUS	bool()	2
DISABLE_PROMPT_CACHING_SONNET	bool()	2
DISABLE_TELEMETRY	bool()	2
DISABLE_UPDATES	bool()	2
DISABLE_UPGRADE_COMMAND	bool()	2
DISPLAY	str()	3
DOCKER_CONFIG	str()	3
DO_NOT_TRACK	str()	3
DYNO	str()	3
EDITOR	str()	3
EMBEDDED_SEARCH_TOOLS	bool()	2
ENABLE_BETA_TRACING_DETAILED	bool()	2
ENABLE_CLAUDEAI_MCP_SERVERS	triBool()	2
ENABLE_ENHANCED_TELEMETRY_BETA	bool()	2
ENABLE_LOCKLESS_UPDATES	bool()	2
ENABLE_LSP_TOOL	bool()	2
ENABLE_MCP_LARGE_OUTPUT_FILES	triBool()	2
ENABLE_PID_BASED_VERSION_LOCKING	triBool()	2
ENABLE_PROMPT_CACHING_1H	bool()	2
ENABLE_PROMPT_CACHING_1H_BEDROCK	bool()	2
ENABLE_SESSION_BACKGROUNDING	bool()	2
ENABLE_SESSION_PERSISTENCE	bool()	2
ENABLE_TOOL_SEARCH	str()	2
ENVIRONMENT_SERVICE_KEY	str()	0
FALLBACK_FOR_ALL_PRIMARY_MODELS	str()	5
FORCE_AUTOUPDATE_PLUGINS	bool()	2
FORCE_CODE_TERMINAL	bool()	2
FORCE_COLOR	rawStr()	3
FORCE_PROMPT_CACHING_5M	bool()	2
FORCE_VCR	bool()	2
GCLOUD_PROJECT	str()	3
GCM_INTERACTIVE	str()	3
GH_ENTERPRISE_TOKEN	str()	3
GH_HOST	str()	3
GH_TOKEN	str()	3
GITHUB_ACTIONS	str()	3
GITHUB_ACTION_INPUTS	rawStr()	3
GITHUB_ACTION_PATH	str()	3
GITHUB_ACTOR	str()	3
GITHUB_ACTOR_ID	str()	3
GITHUB_ENTERPRISE_TOKEN	str()	3
GITHUB_ENV	str()	3
GITHUB_EVENT_NAME	str()	3
GITHUB_EVENT_PATH	str()	3
GITHUB_REPOSITORY	str()	3
GITHUB_REPOSITORY_ID	str()	3
GITHUB_REPOSITORY_OWNER	str()	3
GITHUB_REPOSITORY_OWNER_ID	str()	3
GITHUB_TOKEN	str()	3
GITHUB_WORKSPACE	str()	3
GITLAB_CI	str()	3
GITPOD_WORKSPACE_ID	str()	3
GIT_ASKPASS	str()	3
GIT_CONFIG_COUNT	str()	3
GIT_CONFIG_GLOBAL	str()	3
GIT_CONFIG_NOSYSTEM	str()	3
GIT_CONFIG_SYSTEM	str()	3
GIT_SSH_COMMAND	str()	3
GIT_SSL_CAINFO	str()	3
GIT_SSL_CAPATH	str()	3
GIT_TERMINAL_PROMPT	str()	3
GNOME_TERMINAL_SERVICE	str()	3
GNUPGHOME	str()	3
GOOGLE_APPLICATION_CREDENTIALS	str()	3
GOOGLE_CLOUD_PROJECT	str()	3
GOOGLE_CLOUD_WORKSTATIONS	str()	3
GRADLE_USER_HOME	str()	3
GRPC_DEFAULT_SSL_ROOTS_FILE_PATH	str()	3
HEX_CACERTS_PATH	str()	3
HISTFILE	str()	3
HOME	?	3
HTTPLIB2_CA_CERTS	str()	3
HTTPS_PROXY	str()	6
HTTP_PROXY	?	6
INK_SCREEN_READER	bool()	2
INTELLIJ_TERMINAL_COMMAND_BLOCKS	str()	3
INTELLIJ_TERMINAL_COMMAND_BLOCKS_REWORKED	str()	3
IS_DEMO	str()	3
IS_SANDBOX	str()	3
ITERM_SESSION_ID	str()	3
JAVA_HOME	str()	3
JAVA_TOOL_OPTIONS	str()	3
KITTY_WINDOW_ID	str()	3
KONSOLE_VERSION	str()	3
KUBECONFIG	str()	3
KUBERNETES_SERVICE_HOST	str()	3
K_SERVICE	str()	3
LANG	str()	3
LC_ALL	str()	3
LC_TERMINAL	str()	3
LC_TIME	str()	3
LOCALAPPDATA	str()	3
LOCAL_BRIDGE	bool()	4
MAX_MCP_OUTPUT_TOKENS	int()	6
MAX_STRUCTURED_OUTPUT_RETRIES	int()	6
MAX_THINKING_TOKENS	int()	6
MCP_CLIENT_SECRET	str()	0
MCP_CONNECTION_NONBLOCKING	triBool()	4
MCP_CONNECT_TIMEOUT_MS	int()	4
MCP_DISCOVERY_CACHE	triBool()	4
MCP_DISCOVERY_CACHE_MAX_STALE_S	int({min:1})	4
MCP_DISCOVERY_CACHE_STRIKES	int({min:1})	4
MCP_DISCOVERY_CACHE_TTL_S	int({min:1})	4
MCP_OAUTH_CALLBACK_PORT	int({min:1})	4
MCP_OAUTH_CLIENT_METADATA_URL	str()	4
MCP_PROTOCOL_NEGOTIATION	str()	4
MCP_REMOTE_SERVER_CONNECTION_BATCH_SIZE	int({min:1})	4
MCP_SDK_GENERATION	str()	4
MCP_SERVER_CONNECTION_BATCH_SIZE	int({min:1})	4
MCP_TIMEOUT	int()	4
MCP_TOOL_TIMEOUT	int({min:1})	4
MCP_TRUNCATION_PROMPT_OVERRIDE	str()	4
MCP_XAA_IDP_CLIENT_SECRET	str()	0
MSYSTEM	str()	3
NETLIFY	str()	3
NIX_SSL_CERT_FILE	str()	3
NODE_EXTRA_CA_CERTS	str()	3
NODE_OPTIONS	str()	3
NO_COLOR	rawStr()	3
NO_PROXY	str()	6
NPM_CONFIG_GLOBALCONFIG	str()	3
NPM_CONFIG_USERCONFIG	str()	3
NoDefaultCurrentDirectoryInExePath	str()	3
OTEL_ATTRIBUTE_VALUE_LENGTH_LIMIT	int({min:0})	1
OTEL_EXPORTER_OTLP_ENDPOINT	str()	1
OTEL_EXPORTER_OTLP_HEADERS	str()	1
OTEL_EXPORTER_OTLP_LOGS_ENDPOINT	str()	1
OTEL_EXPORTER_OTLP_LOGS_HEADERS	str()	1
OTEL_EXPORTER_OTLP_LOGS_PROTOCOL	str()	1
OTEL_EXPORTER_OTLP_METRICS_ENDPOINT	str()	1
OTEL_EXPORTER_OTLP_METRICS_HEADERS	str()	1
OTEL_EXPORTER_OTLP_METRICS_PROTOCOL	str()	1
OTEL_EXPORTER_OTLP_METRICS_TEMPORALITY_PREFERENCE	str()	1
OTEL_EXPORTER_OTLP_PROTOCOL	str()	1
OTEL_EXPORTER_OTLP_TRACES_ENDPOINT	str()	1
OTEL_EXPORTER_OTLP_TRACES_HEADERS	str()	1
OTEL_EXPORTER_OTLP_TRACES_PROTOCOL	str()	1
OTEL_LOGRECORD_ATTRIBUTE_VALUE_LENGTH_LIMIT	int({min:0})	1
OTEL_LOGS_EXPORTER	str()	1
OTEL_LOGS_EXPORT_INTERVAL	int()	1
OTEL_LOG_ASSISTANT_RESPONSES	triBool()	1
OTEL_LOG_RAW_API_BODIES	bool()	1
OTEL_LOG_TOOL_CONTENT	bool()	1
OTEL_LOG_TOOL_DETAILS	bool()	1
OTEL_LOG_USER_PROMPTS	bool()	1
OTEL_METRICS_EXPORTER	str()	1
OTEL_METRIC_EXPORT_INTERVAL	int()	1
OTEL_RESOURCE_ATTRIBUTES	str()	1
OTEL_SPAN_ATTRIBUTE_VALUE_LENGTH_LIMIT	int({min:0})	1
OTEL_TRACES_EXPORTER	str()	1
OTEL_TRACES_EXPORT_INTERVAL	int()	1
P4PORT	str()	3
PATH	str()	3
PATHEXT	str()	3
PIP_CERT	str()	3
PIP_CONFIG_FILE	str()	3
PLAYWRIGHT_BROWSERS_PATH	str()	3
PREFIX	str()	3
PROJECT_DOMAIN	str()	3
PWD	str()	3
PYTHONSTARTUP	str()	3
ProgramFiles	str()	3
RENDER	str()	3
REPL_ID	str()	3
REPL_SLUG	str()	3
REQUESTS_CA_BUNDLE	str()	3
RUNNER_ENVIRONMENT	str()	3
RUNNER_OS	str()	3
RUSTUP_HOME	str()	3
SAFEUSER	str()	3
SDK_NATIVE_BIN	str()	4
SESSIONNAME	str()	3
SESSION_INGRESS_URL	str()	4
SHELL	str()	3
